s,s,kW,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C
641,64.1,3023.6,3035.49,11.7,9.28,6.09,5.35,3.09,3.07,24.07
642,64.2,3005.09,3035.35,11.6,9.19,6.14,5.36,3.16,3.08,24.08
643,64.3,2965.18,3036.13,11.7,9.38,6.18,5.6,3.32,3.2,24.07
644,64.4,2950.94,3035.23,11.7,9.55,6.12,5.61,3.28,3.23,24.07
645,64.5,2934.77,3036.5,11.6,9.82,6.19,5.69,3.26,3.23,24.07
646,64.6,2925.46,3035.52,11.5,9.84,6.15,5.77,3.33,3.29,24.07
647,64.7,2924.04,3035.08,11.6,9.8,6.22,5.7,3.29,3.26,24.08
648,64.8,2905.7,3036.04,11.9,10.2,6.39,5.91,3.39,3.34,24.15
649,64.9,2879.19,3035.84,12.5,11,6.65,6.23,3.49,3.5,24.22
650,65,2881.89,3035.4,12.6,11.2,6.61,6.23,3.43,3.48,24.24
651,65.1,2904.55,3034.92,12.5,11,6.42,5.97,3.27,3.32,24.24
652,65.2,2930.25,3035.3,12.2,10.7,6.49,5.98,3.37,3.38,24.23
653,65.3,2975.92,3035.39,12.3,10.8,6.64,6.11,3.45,3.44,24.22
654,65.4,3025.31,3035.48,12.3,10.9,6.62,6.07,3.39,3.4,24.22
655,65.5,3075.09,3037.05,11.9,10.7,6.39,5.94,3.31,3.32,24.22
656,65.6,3106.18,3036.27,11.8,10.5,6.39,5.97,3.36,3.36,24.22
657,65.7,3133.73,3035.19,11.7,10.1,6.28,5.89,3.46,3.36,24.22
658,65.8,3127.06,3035.2,11.6,10,6.28,5.88,3.46,3.38,24.2
659,65.9,3109,3035.66,12.1,10.4,6.61,6.12,3.58,3.52,24.18
660,66,3082.55,3036.63,12.2,11.1,6.73,6.54,3.82,3.77,24.15
661,66.1,3046.77,3035.09,12,10.9,6.68,6.48,3.77,3.73,24.13
662,66.2,2977.55,3036.34,12.5,11.6,6.96,6.65,3.83,3.8,24.12
663,66.3,2907.48,3035.88,12.3,11.5,6.77,6.46,3.65,3.67,24.11
664,66.4,2845.17,3035.89,12.6,11.9,6.86,6.45,3.53,3.63,24.1
665,66.5,2831.94,3036.19,12.7,12,6.71,6.25,3.46,3.53,24.12
666,66.6,2841.29,3036.01,12.6,10.8,6.8,6.06,3.43,3.48,24.16
667,66.7,2883.07,3036.14,12.4,10.9,6.79,6.22,3.58,3.53,24.16
668,66.8,2932.2,3035.59,12,11,6.7,6.27,3.63,3.56,24.19
669,66.9,2981.81,3036.87,12.1,10.8,6.67,6.28,3.63,3.56,24.24
670,67,2997.95,3036.28,12.3,10.7,6.68,6.25,3.63,3.55,24.29
671,67.1,3026.75,3037.19,12.4,10.7,6.64,6.14,3.51,3.46,24.32
672,67.2,3042.35,3035.36,12.5,11,6.65,6.18,3.49,3.46,24.32
673,67.3,3070.78,3035.77,12.4,10.8,6.49,5.94,3.36,3.37,24.31
674,67.4,3066.14,3035.78,12,10.4,6.36,5.78,3.25,3.27,24.33
675,67.5,3039.13,3035.45,12,10.3,6.43,5.9,3.43,3.33,24.36
676,67.6,3024.76,3037.17,12,10.4,6.56,5.97,3.49,3.38,24.37
677,67.7,2975.31,3036.27,12.7,11.4,6.86,6.28,3.52,3.54,24.39
678,67.8,2939.39,3036.54,12.6,11.4,6.7,6.32,3.55,3.52,24.48
679,67.9,2911.44,3035.58,12.3,10.8,6.49,6.05,3.4,3.4,24.52
680,68,2869.63,3036.82,12.4,10.8,6.55,5.94,3.29,3.35,24.49
681,68.1,2858.74,3036.43,12.5,10.9,6.5,5.86,3.23,3.29,24.49
682,68.2,2866.13,3035.97,12.4,10.8,6.43,5.82,3.22,3.3,24.53
683,68.3,2904.81,3034.89,12.2,10.7,6.39,5.91,3.32,3.32,24.6
684,68.4,2937.36,3036.02,12.1,10.4,6.52,5.93,3.39,3.36,24.7
685,68.5,2991.62,3036.39,12.1,10.6,6.64,6.11,3.59,3.48,24.77
686,68.6,3012.04,3036.2,12.2,10.9,6.68,6.31,3.65,3.59,24.76
687,68.7,3024.48,3036.64,12.4,11.3,6.81,6.49,3.6,3.69,24.72
688,68.8,3037.24,3036.54,12.6,11.5,6.8,6.48,3.57,3.66,24.68
689,68.9,3030.17,3036.44,12.8,12,6.99,6.61,3.67,3.7,24.65
690,69,3040.08,3036.21,12.7,11.7,7.01,6.6,3.73,3.67,24.64
691,69.1,3065.73,3036.92,12.2,11.1,6.79,6.45,3.67,3.61,24.61
692,69.2,3086.22,3035.53,12.1,11.2,6.77,6.48,3.68,3.65,24.6
693,69.3,3087.31,3036.01,12.3,11.5,6.92,6.7,3.79,3.82,24.58
694,69.4,3083.08,3036.67,12.4,11.5,6.86,6.69,3.78,3.8,24.55
695,69.5,3042.74,3035.18,12.2,11,6.71,6.45,3.66,3.64,24.54
696,69.6,3000.11,3035.93,12.4,11.5,6.9,6.57,3.71,3.7,24.54
697,69.7,2975.74,3036.33,12.7,12.2,6.86,6.69,3.68,3.75,24.52
698,69.8,2969.66,3036.49,12.7,12.4,6.8,6.58,3.54,3.7,24.47
699,69.9,2974.67,3035.93,12.6,12.1,6.74,6.49,3.54,3.64,24.46
700,70,2981.59,3036.88,12.3,11.4,6.64,6.48,3.6,3.65,24.48
701,70.1,2992.65,3036.02,12.2,10.9,6.55,6.19,3.45,3.5,24.51
702,70.2,2989.56,3036.14,12.2,10.8,6.56,6.08,3.44,3.44,24.56
703,70.3,3017.31,3036.2,12,10.3,6.42,5.97,3.47,3.42,24.69
704,70.4,3052.21,3036.2,12.5,10.6,6.64,6.12,3.5,3.53,24.69
705,70.5,3083.82,3036.4,12.4,10.7,6.65,6.16,3.59,3.55,24.64
706,70.6,3121.56,3035.09,12,10.5,6.68,6.16,3.63,3.6,24.6
707,70.7,3127.1,3036.7,12.2,10.5,6.79,6.28,3.76,3.67,24.58
708,70.8,3132.79,3035.58,11.8,9.96,6.55,6.03,3.68,3.56,24.57
709,70.9,3119.93,3035.74,11.7,9.98,6.56,6.07,3.62,3.57,24.58
710,71,3078.92,3036.19,12,10.6,6.7,6.2,3.67,3.61,24.58
711,71.1,3049.19,3035.64,12.1,10.8,6.67,6.18,3.58,3.58,24.64
712,71.2,3023.65,3036.36,12,11,6.74,6.31,3.71,3.62,24.64
713,71.3,2986.35,3035.61,12,11,6.65,6.33,3.74,3.61,24.63
714,71.4,2960.65,3035.81,12.2,11.1,6.7,6.32,3.54,3.55,24.61
715,71.5,2957.94,3036.06,12.6,11.8,6.77,6.46,3.51,3.56,24.71
716,71.6,2963.15,3036.31,12.4,11,6.49,6.05,3.35,3.37,24.77
717,71.7,2982.45,3036.73,12.1,10.4,6.37,5.89,3.41,3.33,24.73
718,71.8,2980.26,3036,11.8,10.4,6.45,6.06,3.52,3.46,24.69
719,71.9,2988.42,3036.4,11.6,10.3,6.43,6.14,3.5,3.55,24.67
720,72,2962.3,3037.35,12,10.7,6.55,6.1,3.48,3.53,24.66
721,72.1,2953.17,3035.92,12.2,11,6.61,6.15,3.48,3.51,24.65
722,72.2,2927.84,3037.16,12.5,11.1,6.58,6.15,3.45,3.51,24.68
723,72.3,2927.67,3037.63,12.2,10.7,6.4,5.93,3.3,3.4,24.7
724,72.4,2961.87,3036.05,12,10.4,6.28,5.8,3.26,3.33,24.67
725,72.5,3001.18,3035.91,11.8,10.2,6.19,5.8,3.24,3.35,24.62
726,72.6,3018.16,3036.38,11.8,10.3,6.22,5.86,3.25,3.31,24.6
727,72.7,3015.42,3036.36,11.9,10.4,6.3,5.88,3.3,3.31,24.58
728,72.8,3004.52,3036.55,11.9,10.1,6.31,5.73,3.29,3.24,24.61
729,72.9,2977.37,3037.05,11.9,9.71,6.31,5.57,3.23,3.19,24.62
730,73,2980.83,3036.81,11.8,9.82,6.22,5.63,3.27,3.3,24.66
731,73.1,2952.57,3037.77,12,10.6,6.31,5.95,3.35,3.4,24.77
732,73.2,2925.78,3037.02,11.7,10.4,6.33,5.98,3.41,3.41,24.77
733,73.3,2913.65,3036.63,11.8,10,6.3,5.81,3.37,3.32,24.75
734,73.4,2903.31,3037.8,11.9,10.1,6.17,5.65,3.17,3.21,24.74
735,73.5,2916.59,3036.8,12.1,10.8,6.4,5.94,3.35,3.37,24.73
736,73.6,2940.17,3036.16,11.9,10.4,6.34,5.91,3.39,3.36,24.74
737,73.7,2954.17,3037.71,12,10.5,6.28,5.84,3.3,3.32,24.74
738,73.8,2964.16,3037.34,11.9,10.1,6.08,5.57,3.2,3.15,24.77
739,73.9,2970.53,3037.01,12.1,10.1,6.19,5.6,3.2,3.17,24.79
740,74,3002.19,3036.81,12.3,10.4,6.42,5.8,3.37,3.31,24.79
741,74.1,3008.59,3035.15,11.9,10.2,6.19,5.74,3.26,3.3,24.77
742,74.2,3027.77,3036.67,11.6,9.67,6.08,5.59,3.16,3.2,24.72
743,74.3,3038.24,3036.48,11.8,9.69,6.11,5.55,3.19,3.21,24.66
744,74.4,3090.6,3035.69,12.1,10.5,6.43,5.91,3.4,3.37,24.64
745,74.5,3116.23,3036.14,11.7,10.2,6.31,5.97,3.44,3.43,24.78
746,74.6,3143.15,3036.63,11.6,10.2,6.28,5.95,3.38,3.42,24.78
747,74.7,3163.48,3036.74,11.6,10.1,6.17,5.84,3.24,3.3,24.75
748,74.8,3152.54,3036.83,11.8,9.96,6.18,5.72,3.19,3.25,24.73
749,74.9,3139.79,3037.19,11.9,10.2,6.22,5.8,3.22,3.28,24.75
750,75,3128.83,3037.92,11.7,10.1,6.27,5.82,3.32,3.35,24.76
751,75.1,3079.11,3036.62,11.6,9.85,6.33,5.74,3.4,3.29,24.75
752,75.2,3026.13,3036.02,11.6,9.79,6.24,5.68,3.28,3.24,24.74
753,75.3,2966.86,3037.36,11.9,10.2,6.24,5.67,3.18,3.22,24.73
754,75.4,2923.39,3036.47,11.8,9.85,6.11,5.63,3.18,3.22,24.72
755,75.5,2883.16,3036.84,11.9,9.75,6.03,5.51,3.16,3.14,24.7
756,75.6,2864.39,3037.22,11.8,9.68,5.87,5.42,3.07,3.09,24.7
757,75.7,2885.58,3036.07,11.9,9.77,5.97,5.48,3.12,3.16,24.7
758,75.8,2918.01,3036.67,11.8,9.63,6.03,5.5,3.21,3.15,24.72
759,75.9,2935.43,3036.22,11.5,9.64,6.03,5.55,3.2,3.14,24.86
760,76,2963.19,3037.39,12,10.2,6.33,5.78,3.26,3.27,24.86
761,76.1,2981.85,3037.25,11.9,10.3,6.31,5.84,3.28,3.29,24.85
762,76.2,2993.84,3036.08,11.8,9.97,6.17,5.63,3.19,3.2,24.79
763,76.3,3007.13,3035.66,11.8,9.65,6.15,5.52,3.16,3.15,24.78
764,76.4,3023.18,3037.71,11.8,9.85,6.11,5.61,3.17,3.19,24.76
765,76.5,3059.72,3036.59,11.7,9.89,6.11,5.56,3.16,3.17,24.75
766,76.6,3082.16,3036.73,11.8,9.97,6.21,5.67,3.26,3.25,24.75
767,76.7,3105.76,3037.23,11.7,10.2,6.15,5.74,3.19,3.24,24.75
768,76.8,3115.57,3036.78,11.8,10.2,6.21,5.68,3.17,3.22,24.74
769,76.9,3100.34,3036.3,11.9,9.94,6.25,5.56,3.2,3.18,24.74
770,77,3062.35,3036.38,11.8,9.92,6.28,5.64,3.25,3.25,24.73
771,77.1,2987.53,3036.82,11.7,9.73,6.27,5.61,3.25,3.2,24.73
772,77.2,2945.67,3036.43,11.8,9.94,6.15,5.57,3.2,3.16,24.74
773,77.3,2933.33,3036.2,12.1,10.2,6.18,5.59,3.23,3.22,24.75
774,77.4,2959.62,3036.83,12,10.4,6.4,5.77,3.32,3.3,24.79
775,77.5,3041.89,3036.94,11.9,10.4,6.39,5.98,3.43,3.42,24.84
776,77.6,3183.8,3359.03,11.6,10.3,6.34,6.03,3.5,3.47,24.84
777,77.7,3426,4637.88,11.7,10.2,6.4,5.95,3.52,3.41,24.85
778,77.8,3730.24,5090.39,12.5,11.4,7.01,6.61,3.84,3.78,24.88
779,77.9,4024.86,5020.31,14.4,15.8,8.25,8.59,4.56,4.86,24.97
780,78,4295.98,5035.65,14.9,17.7,8.62,9.67,4.84,5.36,25.05
781,78.1,4526.04,5022.48,15,18,8.6,9.67,4.8,5.34,25.04
782,78.2,4682.53,5023.53,15.3,18.4,8.54,9.71,4.74,5.34,25
783,78.3,4770.16,5025.94,15.2,17.5,8.42,9.37,4.63,5.13,24.96
784,78.4,4853.65,5028.59,15.1,17.5,8.51,9.33,4.63,5.1,24.94
785,78.5,4888.98,5030.07,15.4,17.2,8.54,9.24,4.67,5.08,25.02
786,78.6,4893.18,5030.38,15.5,17.1,8.44,9.07,4.61,5.05,25.16
787,78.7,4907.32,5029.04,15.5,17.7,8.57,9.17,4.67,5.1,25.14
788,78.8,4938.86,5027.34,15.4,17.4,8.53,9.21,4.67,5.16,25.13
789,78.9,4987.5,5025.15,15.2,17.5,8.56,9.41,4.78,5.22,25.11
790,79,4999.56,5027.44,15.2,17.4,8.57,9.33,4.78,5.22,25.08
791,79.1,5023.22,5026.71,15.1,17.3,8.42,9.28,4.71,5.24,25.04
792,79.2,5053.75,5029.44,15,17.2,8.38,9.25,4.66,5.19,25.01
793,79.3,5121.5,5027.29,15.1,17.5,8.26,9.16,4.63,5.1,24.98
794,79.4,5189.69,5027.94,15.1,17.4,8.35,9.16,4.65,5.13,24.95
795,79.5,5254.96,5028.8,15.2,17.7,8.63,9.57,4.81,5.35,24.88
796,79.6,5231.37,5028.65,15.4,18.1,8.75,9.85,4.96,5.46,24.79
797,79.7,5202.18,5030.44,15.3,17.8,8.7,9.57,4.86,5.31,24.72
798,79.8,5150.56,5030.34,15.2,17.7,8.7,9.51,4.8,5.3,24.67
799,79.9,5099.51,5029.36,15.3,17.5,8.67,9.5,4.8,5.33,24.64
800,80,5058.55,5028.94,15.3,17.7,8.75,9.62,4.86,5.35,24.62
801,80.1,5030.2,5028.47,15.3,18.1,8.94,9.95,5.05,5.57,24.61
802,80.2,5022.62,5027.9,15.5,18.7,8.9,10.1,5.05,5.64,24.6
803,80.3,5004.23,5029.43,15.3,18.1,8.75,9.75,4.91,5.46,24.59
804,80.4,4998.42,5028.43,15.3,18.4,8.75,9.74,4.88,5.44,24.61
805,80.5,5008.47,5029.18,15.4,17.7,8.48,9.27,4.68,5.16,24.63
806,80.6,5032.63,5029.38,15.3,17.5,8.48,9.24,4.67,5.12,24.65
807,80.7,5026.22,5029.3,15.1,17.2,8.62,9.36,4.78,5.21,24.67
808,80.8,5011.47,5028.72,15.1,17.1,8.62,9.44,4.82,5.27,24.67
809,80.9,4997.04,5028.39,15.2,17.6,8.73,9.63,4.89,5.34,24.67
810,81,4958.12,5029,15.3,18.3,8.73,9.96,4.98,5.51,24.66
811,81.1,4958.62,5028.23,15.5,17.9,8.7,9.82,4.97,5.47,24.64
812,81.2,4943.51,5028.85,15.4,18.1,8.76,9.83,4.97,5.49,24.67
813,81.3,4926.89,5028.83,15.5,18.2,8.85,9.8,4.97,5.45,24.7
814,81.4,4936.45,5029.44,15.4,17.7,8.72,9.66,4.87,5.35,24.71
815,81.5,4933.73,5030.17,15.3,17.7,8.76,9.66,4.9,5.37,24.7
816,81.6,4907.57,5026.58,15.2,17.7,8.64,9.46,4.77,5.21,24.7
817,81.7,4894.95,5028.86,15.2,17.3,8.57,9.37,4.72,5.2,24.71
818,81.8,4867.91,5028.83,15.4,17.5,8.63,9.46,4.76,5.25,24.71
819,81.9,4863.41,5028.01,15.2,17.6,8.56,9.37,4.73,5.24,24.75
820,82,4870.41,5028.44,15.1,17.5,8.57,9.49,4.81,5.33,24.79
821,82.1,4841.3,5027.79,15.1,16.9,8.51,9.25,4.74,5.13,24.93
822,82.2,4819.15,5030.59,15.2,16.7,8.41,9.02,4.63,5,24.97
823,82.3,4808.91,5028.91,15.5,16.8,8.28,8.79,4.5,4.89,24.99
824,82.4,4802.33,5027.83,15.8,17.6,8.44,9.24,4.63,5.11,25.02
825,82.5,4809.91,5028.64,15.7,17.3,8.6,9.28,4.72,5.11,25.02
826,82.6,4795.16,5029.4,15.6,16.8,8.56,9.12,4.71,5.12,25.01
827,82.7,4770.94,5029.52,15.6,16.9,8.67,9.34,4.83,5.25,25.01
828,82.8,4769.25,5029.74,15.6,17.8,8.7,9.57,4.88,5.35,25.02
829,82.9,4800.43,5029.01,15.6,18.2,8.62,9.54,4.82,5.33,25.01
830,83,4835.65,5029.58,15.6,18.4,8.62,9.65,4.81,5.38,25.02
831,83.1,4894.83,5028.48,15.7,18.6,8.78,9.85,4.88,5.46,25.04
832,83.2,4976.17,5028.4,15.5,18.1,8.69,9.76,4.95,5.44,25.01
833,83.3,5027.66,5027.56,15.3,17.4,8.54,9.48,4.81,5.28,24.98
834,83.4,5068.47,5027.43,15.4,17.3,8.56,9.38,4.69,5.26,24.94
835,83.5,5091.45,5028.51,15.3,17.2,8.54,9.31,4.69,5.21,24.91
836,83.6,5093.93,5030.12,15.2,16.6,8.62,9.19,4.83,5.22,24.9
837,83.7,5071.26,5028.14,14.9,16.5,8.45,9.13,4.77,5.15,24.89
838,83.8,5035.78,5027.03,15.3,17.3,8.64,9.4,4.84,5.29,24.91
839,83.9,4974.77,5029.39,15.3,17,8.63,9.28,4.8,5.19,25
840,84,4917.56,5027.18,15.6,17.4,8.85,9.42,4.86,5.24,25.12
841,84.1,4860.34,5028.7,15.4,17.4,8.82,9.48,4.91,5.24,25.1
842,84.2,4825.98,5027.1,15.2,17.3,8.63,9.41,4.83,5.21,25.08
843,84.3,4812.13,5028.74,15.4,17.7,8.67,9.45,4.81,5.27,25.1
844,84.4,4830.25,5028.28,15.6,17.9,8.75,9.61,4.81,5.38,25.11
845,84.5,4872.36,5028.03,15.4,17.7,8.7,9.51,4.82,5.31,25.13
846,84.6,4912.15,5028,15.2,17.8,8.7,9.67,4.89,5.42,25.2
847,84.7,4943.99,5027.68,15.2,17.9,8.57,9.58,4.82,5.36,25.23
848,84.8,4967.89,5028.23,15.5,18.1,8.51,9.42,4.74,5.23,25.24
849,84.9,4974.47,5028.75,15.4,17.7,8.57,9.42,4.76,5.24,25.25
850,85,4988.62,5029.06,15.3,17,8.53,9.28,4.74,5.21,25.22
851,85.1,4986.33,5028.23,15.3,16.8,8.56,9.06,4.7,5.12,25.19
852,85.2,5017.88,5027.88,15.4,17.6,8.67,9.45,4.8,5.3,25.2
853,85.3,5074.85,5028.2,15.4,17.9,8.85,9.84,5.04,5.53,25.3
854,85.4,5138.67,5028.1,15.2,17.5,8.67,9.67,5,5.41,25.31
855,85.5,5162.4,5029.01,15.2,17.3,8.72,9.65,5.02,5.42,25.31
856,85.6,5140.48,5027.37,15.2,17.6,8.82,9.75,4.99,5.48,25.31
857,85.7,5095.45,5026.68,15.2,17.7,8.75,9.66,4.89,5.42,25.29
858,85.8,5051.59,5029.45,15.3,18.2,8.72,9.61,4.82,5.37,25.37
859,85.9,5008.72,5030.06,15.3,18.3,8.64,9.66,4.84,5.37,25.4
860,86,4952.16,5028.57,15.3,18.1,8.63,9.78,4.9,5.43,25.38
861,86.1,4917.4,5028.21,15.4,18.4,8.73,9.96,4.98,5.53,25.36
862,86.2,4879.59,5027.98,15.5,18.2,8.72,9.87,4.96,5.51,25.32
863,86.3,4847.75,5027.82,16.1,18.9,9.09,10.1,5.07,5.58,25.26
864,86.4,4831.18,5028.16,15.7,17.7,8.87,9.67,4.92,5.38,25.25
865,86.5,4817.91,5029.5,15.5,17.6,8.72,9.42,4.79,5.26,25.24
866,86.6,4836.26,5029.52,15.5,17.9,8.51,9.37,4.7,5.22,25.21
867,86.7,4859.44,5028.8,15.3,17.9,8.57,9.53,4.78,5.36,25.24
868,86.8,4857.41,5027.76,15.2,18.1,8.72,9.78,4.85,5.47,25.25
869,86.9,4892.79,5028.18,15.7,18.9,8.87,10,4.92,5.54,25.29
870,87,4898.81,5027.88,15.6,18.4,8.69,9.63,4.75,5.32,25.42
871,87.1,4921.35,5028.65,15.4,17.5,8.48,9.31,4.68,5.15,25.43
872,87.2,4937.85,5028.49,15.1,16.9,8.42,9.13,4.62,5.11,25.4
873,87.3,4943.6,5027.36,15.4,17,8.63,9.36,4.83,5.2,25.45
874,87.4,4953.89,5029.8,15.4,17,8.67,9.29,4.82,5.16,25.45
875,87.5,4980.74,5027.91,15.2,16.5,8.6,9.16,4.76,5.12,25.44
876,87.6,4982.99,5029.1,15.2,16.8,8.54,9.27,4.88,5.21,25.46
877,87.7,5036.9,5030.52,15.3,17.2,8.47,9.2,4.76,5.19,25.44
878,87.8,5102.22,5028.11,15.3,17.9,8.69,9.51,4.84,5.39,25.42
879,87.9,5155.05,5028.41,15.2,17.9,8.73,9.68,4.95,5.47,25.32
880,88,5188.17,5027.54,15.1,17.9,8.7,9.67,4.87,5.41,25.18
881,88.1,5183.76,5029.43,15.1,17.7,8.72,9.72,4.86,5.42,25.16
882,88.2,5126.23,5029.09,15.2,17.7,8.57,9.67,4.84,5.42,25.14
883,88.3,5071.09,5026.36,15.3,17.9,8.69,9.83,4.87,5.48,25.11
884,88.4,4991.48,5028.65,15.3,17.8,8.69,9.7,4.82,5.35,25.08
885,88.5,4934.18,5029.54,15.3,18.1,8.72,9.71,4.8,5.36,25.05
886,88.6,4901.84,5028.51,15.4,18.4,8.78,9.87,4.88,5.46,25.03
887,88.7,4880.46,5028.83,15.5,18.2,8.82,9.78,4.89,5.45,25.03
888,88.8,4880.16,5028.96,15.5,18.2,8.9,9.84,4.94,5.54,25.04
889,88.9,4861.07,5029.22,15.3,17.8,8.66,9.61,4.83,5.35,25.05
890,89,4847.54,5029.85,15.2,17.5,8.64,9.48,4.83,5.26,25.04
891,89.1,4851.57,5028.54,15.7,17.9,8.67,9.49,4.88,5.29,25.05
892,89.2,4875.63,5029.1,15.5,17.7,8.79,9.63,4.96,5.36,25.05
893,89.3,4895.06,5029.79,15.3,17.7,8.72,9.8,4.92,5.48,25.05
894,89.4,4907.34,5029.86,15.3,17.9,8.84,9.79,5.03,5.41,25.03
895,89.5,4924.43,5029.5,15.3,17.6,8.63,9.48,4.84,5.3,25.02
896,89.6,4909.8,5030.41,15.2,17.3,8.66,9.46,4.84,5.27,25.06
897,89.7,4895.17,5030.73,15.2,17,8.48,9.32,4.73,5.15,25.07
898,89.8,4888.25,5029.92,15.3,17,8.36,9.02,4.6,5.03,25.08
899,89.9,4921.42,5031.34,15.3,16.8,8.42,9.13,4.65,5.13,25.11
900,90,4941.1,5030.76,15.3,17,8.6,9.4,4.77,5.29,25.28
901,90.1,4970.91,5030.86,15.3,16.9,8.56,9.42,4.81,5.35,25.4
902,90.2,4967.97,5029.51,15.1,16.9,8.64,9.41,4.81,5.3,25.42
903,90.3,4933.92,5030.78,15.1,17.3,8.7,9.7,4.92,5.41,25.41
904,90.4,4901.1,5031.11,15.2,17.4,8.66,9.55,4.89,5.26,25.36
905,90.5,4861.51,5032.1,15.6,18.3,8.7,9.63,4.87,5.34,25.34
906,90.6,4847.29,5031.47,15.7,18.5,8.81,9.85,4.94,5.51,25.35
907,90.7,4869.95,5031.41,15.7,17.8,8.73,9.68,4.87,5.42,25.39
908,90.8,4887.33,5029.98,15.7,18.1,8.79,9.84,4.94,5.47,25.37
909,90.9,4917.89,5030.48,15.3,17.9,8.72,9.68,4.92,5.39,25.37
910,91,4926.64,5030.97,15.2,17.6,8.7,9.54,4.86,5.34,25.35
911,91.1,4933.56,5030.35,15.1,17.4,8.6,9.45,4.78,5.27,25.33
912,91.2,4940.03,5029.8,15.2,17.7,8.51,9.48,4.73,5.28,25.33
913,91.3,4937.95,5028.76,15.1,17.5,8.62,9.55,4.86,5.29,25.33
914,91.4,4954.51,5031.36,15.3,18,8.72,9.75,4.9,5.43,25.32
915,91.5,4974.73,5033.1,15.3,18.4,8.6,9.7,4.8,5.32,25.3
916,91.6,5014.5,5028.69,15.3,18.5,8.79,9.93,4.95,5.48,25.3
917,91.7,5024.76,5031.33,15.4,18,8.79,9.84,4.98,5.51,25.33
918,91.8,5019.31,5031.66,15.2,17.8,8.75,9.83,4.96,5.53,25.36
919,91.9,4976.95,5030.22,15.1,17.5,8.73,9.76,5,5.46,25.35
920,92,4930.26,5031.02,15.3,17.9,8.79,9.95,4.99,5.63,25.35
921,92.1,4919.07,5029.65,15.7,18.9,8.98,10.2,5.04,5.71,25.34
922,92.2,4889.9,5030.88,15.6,18.7,8.94,10.1,4.95,5.62,25.34
923,92.3,4876.91,5030.75,15.3,18.2,8.91,9.95,5.01,5.54,25.32
924,92.4,4886.88,5033.38,15.4,18.7,8.87,10,5.03,5.58,25.32
925,92.5,4894.32,5031.44,15.3,18.5,8.78,9.99,5,5.55,25.31
926,92.6,4870.55,5029.38,15,17.9,8.81,9.93,4.95,5.57,25.31
927,92.7,4832.38,5030.48,15.1,17.7,8.59,9.61,4.76,5.37,25.31
928,92.8,4799,5030.4,15.3,17.7,8.41,9.36,4.65,5.3,25.32
929,92.9,4792.19,5031.28,15.7,17.9,8.63,9.41,4.77,5.33,25.3
930,93,4822.53,5031.18,15.8,17.9,8.7,9.61,4.81,5.41,25.22
931,93.1,4865.35,5030.39,15.8,18.1,8.75,9.79,4.86,5.46,25.2
932,93.2,4917.91,5030.4,15.6,18.1,8.87,9.8,4.89,5.49,25.22
933,93.3,4937.95,5030.06,15.5,18,8.88,9.76,4.96,5.48,25.24
934,93.4,4936.37,5030.63,15.3,18.1,8.85,9.83,5,5.51,25.26
935,93.5,4922.12,5030.92,15.4,18.2,8.78,9.78,4.93,5.48,25.27
936,93.6,4912.84,5029.91,15.2,18.3,8.7,9.75,4.96,5.45,25.29
937,93.7,4915.68,5029.71,15.1,18,8.7,9.78,5.03,5.49,25.3
938,93.8,4922.63,5030.56,15.2,17.7,8.63,9.62,4.86,5.36,25.3
939,93.9,4935.08,5030.06,15.3,17.6,8.45,9.19,4.68,5.16,25.33
940,94,4996.51,5030.34,15.7,17.8,8.72,9.32,4.79,5.26,25.42
941,94.1,5042.54,5029.57,15.6,18.1,9.01,9.83,5.05,5.58,25.46
942,94.2,5058.91,5029.07,15.4,17.8,8.75,9.78,4.98,5.5,25.49
943,94.3,5040.65,5031.27,15.3,17.8,8.76,9.75,4.99,5.48,25.54
944,94.4,5021,5029.87,15.4,17.2,8.56,9.38,4.83,5.28,25.68
945,94.5,4993.62,5030.05,15.8,17.9,8.62,9.41,4.81,5.26,25.67
946,94.6,4973.84,5031.75,15.5,17.5,8.53,9.21,4.68,5.16,25.7
947,94.7,4968.54,5028.95,15.7,17.8,8.67,9.44,4.74,5.25,25.79
948,94.8,4974.09,5030.73,15.4,17.3,8.78,9.36,4.83,5.25,25.86
949,94.9,4983.49,5031.3,15.4,17,8.85,9.36,4.91,5.2,25.93
950,95,4969.51,5029.4,15.4,17,8.76,9.24,4.88,5.19,26.04
951,95.1,4922.73,5030.23,15.7,17.1,8.6,9.13,4.77,5.15,26.02
952,95.2,4870.63,5030.55,15.7,17.2,8.47,9.08,4.68,5.08,25.99
953,95.3,4874.36,5029.41,15.8,17.8,8.59,9.24,4.77,5.18,26.06
954,95.4,4886.96,5029.59,16,17.3,8.6,9.27,4.77,5.24,26.01
955,95.5,4941.86,5030.26,15.7,17.4,8.76,9.53,4.91,5.36,25.92
956,95.6,5002.28,5032.41,15.5,17.5,8.78,9.67,4.9,5.42,25.85
957,95.7,5010.55,5030.48,15.3,17.1,8.54,9.5,4.81,5.35,25.81
958,95.8,5009.2,5029.7,15.3,16.7,8.44,9.2,4.79,5.22,25.79
959,95.9,4998.94,5029.81,15.5,16.6,8.42,8.98,4.69,5.08,25.8
960,96,4999.63,5029.21,15.7,17,8.57,9.1,4.76,5.18,25.81
961,96.1,5020.26,5029.49,15.5,17.4,8.78,9.5,4.92,5.38,25.86
