s,s,kW,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C
663,66.3,1031.6,1031.74,4.07,2.12,1.93,1.37,0.94,0.89,24.44
664,66.4,1025.76,1031.42,4.17,2.13,2,1.4,0.97,0.91,24.45
665,66.5,1013.79,1031.15,4.17,2.12,2,1.39,0.97,0.91,24.43
666,66.6,1003.89,1031.31,4.18,2.13,1.97,1.39,0.98,0.9,24.46
667,66.7,987.41,1031.22,4.09,2.13,1.93,1.37,0.96,0.9,24.43
668,66.8,969.7,1031.7,4.13,2.17,1.97,1.41,0.98,0.92,24.4
669,66.9,950.87,1031.66,4.07,2.13,1.94,1.39,0.96,0.91,24.38
670,67,928.52,1031.67,3.96,2.1,1.85,1.35,0.92,0.88,24.38
671,67.1,915.43,1031.69,3.99,2.09,1.85,1.35,0.93,0.87,24.39
672,67.2,908.26,1031.25,3.99,2.09,1.82,1.35,0.92,0.87,24.38
673,67.3,902.72,1031.67,4.1,2.13,1.9,1.37,0.95,0.89,24.36
674,67.4,908.86,1031.34,4.11,2.12,1.9,1.39,0.95,0.9,24.33
675,67.5,925.16,1031.77,4.02,2.08,1.88,1.36,0.96,0.88,24.31
676,67.6,950.75,1031.22,4.01,2.09,1.88,1.37,0.95,0.89,24.31
677,67.7,970.28,1031.43,4.02,2.06,1.88,1.37,0.94,0.89,24.31
678,67.8,991.37,1031.17,4.05,2.1,1.88,1.39,0.94,0.9,24.32
679,67.9,1012.18,1031.46,4.03,2.1,1.88,1.37,0.95,0.89,24.32
680,68,1022.91,1031,4.01,2.08,1.87,1.33,0.92,0.88,24.32
681,68.1,1039.29,1031.32,4.01,2.08,1.88,1.33,0.92,0.87,24.32
682,68.2,1049.14,1030.59,4.03,2.09,1.9,1.35,0.93,0.87,24.32
683,68.3,1063.1,1030.66,4.07,2.12,1.94,1.37,0.95,0.88,24.33
684,68.4,1070.77,1031.31,4.07,2.14,1.91,1.39,0.97,0.89,24.33
685,68.5,1061.22,1030.24,4.01,2.13,1.88,1.39,0.96,0.88,24.32
686,68.6,1058.56,1030.53,4.02,2.13,1.88,1.36,0.93,0.88,24.31
687,68.7,1056.24,1031.68,3.98,2.12,1.85,1.36,0.92,0.88,24.32
688,68.8,1050.82,1031.7,3.97,2.12,1.82,1.33,0.9,0.87,24.3
689,68.9,1045.17,1030.99,4.02,2.08,1.84,1.33,0.9,0.87,24.28
690,69,1038.21,1031.19,4.11,2.13,1.91,1.39,0.94,0.89,24.27
691,69.1,1020.98,1031.62,4.1,2.1,1.9,1.37,0.93,0.88,24.28
692,69.2,1018.57,1031.36,4.02,2.05,1.84,1.35,0.9,0.86,24.28
693,69.3,1013.19,1031.6,4.05,2.04,1.82,1.33,0.89,0.86,24.28
694,69.4,998.68,1031.37,4.07,2.1,1.9,1.36,0.92,0.88,24.27
695,69.5,995.87,1031.08,4.29,2.2,1.97,1.43,0.98,0.91,24.28
696,69.6,996.47,1031.6,4.3,2.2,1.97,1.43,0.97,0.9,24.26
697,69.7,1001.04,1031.07,4.23,2.16,1.96,1.41,0.96,0.9,24.26
698,69.8,1013.75,1031.73,4.25,2.18,2,1.41,1,0.92,24.26
699,69.9,1019.08,1031.55,4.17,2.14,1.97,1.4,0.99,0.91,24.25
700,70,1027.69,1031.17,4.17,2.1,1.99,1.41,1,0.92,24.24
701,70.1,1040.19,1031.17,4.21,2.1,1.97,1.41,1.02,0.93,24.23
702,70.2,1032.04,1031.39,4.23,2.13,2,1.43,1,0.94,24.22
703,70.3,1026.56,1031.37,4.32,2.21,2.07,1.48,1.06,0.97,24.22
704,70.4,1023.87,1030.93,4.31,2.28,2.06,1.5,1.05,0.98,24.24
705,70.5,1009.1,1031.52,4.21,2.22,2.03,1.47,1,0.95,24.24
706,70.6,988.6,1030.69,4.23,2.26,2.04,1.48,1.02,0.95,24.24
707,70.7,969.36,1031.38,4.34,2.28,2.07,1.5,1.04,0.97,24.26
708,70.8,946.81,1031.27,4.34,2.3,2.1,1.5,1.05,0.97,24.28
709,70.9,924.98,1031.4,4.32,2.26,2.1,1.49,1.05,0.97,24.3
710,71,911.72,1030.99,4.32,2.22,2.1,1.48,1.05,0.96,24.33
711,71.1,900.6,1030.95,4.32,2.21,2.07,1.47,1.02,0.95,24.36
712,71.2,906.26,1030.58,4.34,2.2,2.07,1.45,1.01,0.94,24.36
713,71.3,916.44,1031.41,4.35,2.26,2.06,1.45,1.01,0.95,24.36
714,71.4,928.84,1031.15,4.39,2.32,2.07,1.48,1.02,0.96,24.37
715,71.5,925.29,1031.2,4.42,2.3,2.06,1.47,1.01,0.95,24.38
716,71.6,939.77,1030.75,4.39,2.22,2.03,1.43,0.99,0.94,24.39
717,71.7,941.23,1031.23,4.42,2.25,2.04,1.45,1,0.95,24.41
718,71.8,949.57,1030.92,4.47,2.26,2.07,1.47,1.02,0.95,24.39
719,71.9,955.51,1030.61,4.44,2.25,2.07,1.45,1.01,0.95,24.39
720,72,944.65,1031.24,4.42,2.29,2.12,1.48,1.04,0.97,24.39
721,72.1,940.72,1030.68,4.36,2.28,2.07,1.49,1.03,0.97,24.37
722,72.2,942.71,1031.23,4.34,2.26,2.07,1.47,1.01,0.96,24.38
723,72.3,952.64,1031.01,4.31,2.25,2.04,1.45,1,0.95,24.38
724,72.4,966.71,1031.19,4.31,2.25,2.07,1.47,1.02,0.95,24.38
725,72.5,976.86,1030.93,4.31,2.24,2.09,1.47,1.03,0.95,24.38
726,72.6,986.01,1030.87,4.36,2.25,2.13,1.49,1.06,0.96,24.39
727,72.7,998.8,1031.25,4.4,2.28,2.15,1.5,1.07,0.96,24.41
728,72.8,1004.56,1030.97,4.38,2.26,2.12,1.49,1.06,0.95,24.4
729,72.9,1006.35,1031.11,4.38,2.26,2.1,1.45,1.04,0.95,24.4
730,73,1009.25,1031,4.47,2.29,2.1,1.47,1.05,0.98,24.4
731,73.1,1013.28,1031.33,4.39,2.26,2.04,1.47,1.02,0.97,24.38
732,73.2,1015.15,1030.48,4.39,2.26,2.06,1.45,1.01,0.97,24.35
733,73.3,1013.71,1031.33,4.34,2.28,2.07,1.48,1.02,0.97,24.35
734,73.4,1012.3,1031.1,4.43,2.29,2.09,1.5,1.04,0.97,24.34
735,73.5,1014.25,1031.07,4.39,2.33,2.06,1.49,1.04,0.96,24.33
736,73.6,1016.84,1030.54,4.42,2.33,2.09,1.49,1.05,0.95,24.31
737,73.7,1023.97,1030.72,4.47,2.34,2.1,1.5,1.05,0.96,24.31
738,73.8,1027.74,1030.88,4.47,2.34,2.15,1.5,1.06,0.98,24.31
739,73.9,1025.21,1030.49,4.4,2.32,2.15,1.5,1.07,0.97,24.31
740,74,1033.01,1030.91,4.36,2.28,2.07,1.49,1.04,0.96,24.34
741,74.1,1039.4,1031.53,4.35,2.29,2.09,1.47,1.04,0.95,24.36
742,74.2,1050.56,1031.16,4.44,2.32,2.12,1.49,1.06,0.97,24.38
743,74.3,1045.27,1031.51,4.54,2.32,2.16,1.49,1.07,0.99,24.35
744,74.4,1044.45,1031.55,4.51,2.33,2.13,1.5,1.06,0.99,24.34
745,74.5,1035.2,1030.85,4.48,2.37,2.15,1.53,1.07,1,24.35
746,74.6,1021.59,1031.27,4.52,2.37,2.16,1.54,1.08,0.99,24.36
747,74.7,1011.39,1031.31,4.55,2.41,2.19,1.56,1.07,0.99,24.38
748,74.8,999.75,1031.03,4.54,2.41,2.16,1.54,1.05,0.98,24.38
749,74.9,991.2,1031.12,4.46,2.34,2.09,1.5,1.03,0.96,24.36
750,75,995.25,1031.54,4.47,2.36,2.13,1.52,1.05,0.97,24.36
751,75.1,996.4,1030.54,4.48,2.32,2.12,1.52,1.05,0.97,24.35
752,75.2,1002.26,1030.23,4.47,2.33,2.15,1.53,1.06,0.98,24.33
753,75.3,1005.32,1030.68,4.43,2.32,2.1,1.52,1.05,0.98,24.31
754,75.4,1016.54,1030.18,4.44,2.3,2.09,1.49,1.05,0.97,24.32
755,75.5,1026.08,1030.59,4.44,2.28,2.07,1.48,1.04,0.96,24.29
756,75.6,1026.92,1030.96,4.39,2.29,2.06,1.48,1.01,0.96,24.3
757,75.7,1021.26,1031.04,4.39,2.28,2.06,1.47,1.01,0.95,24.32
758,75.8,1018.48,1031.02,4.39,2.26,2.09,1.47,1.02,0.95,24.32
759,75.9,1013.82,1031.13,4.35,2.26,2.07,1.47,1.02,0.95,24.31
760,76,1008.29,1030.41,4.34,2.26,2.06,1.47,1,0.94,24.32
761,76.1,1005.2,1031.17,4.31,2.25,2.06,1.47,1.02,0.95,24.34
762,76.2,1006.67,1031.07,4.32,2.25,2.07,1.47,1.04,0.95,24.31
763,76.3,1007.32,1030.32,4.42,2.3,2.13,1.5,1.05,0.97,24.31
764,76.4,1012.15,1030.48,4.51,2.36,2.16,1.53,1.07,1,24.32
765,76.5,1021.85,1030.68,4.5,2.34,2.13,1.52,1.06,0.98,24.35
766,76.6,1040,1030.88,4.48,2.34,2.13,1.5,1.05,0.98,24.36
767,76.7,1046.04,1030.84,4.47,2.34,2.13,1.52,1.05,0.98,24.37
768,76.8,1047.31,1030.68,4.36,2.28,2.07,1.49,1.03,0.96,24.38
769,76.9,1042.02,1030.78,4.36,2.3,2.12,1.52,1.05,0.98,24.37
770,77,1042.75,1031.07,4.4,2.32,2.15,1.52,1.07,0.99,24.36
771,77.1,1036.05,1030.83,4.47,2.3,2.15,1.52,1.08,0.99,24.36
772,77.2,1039.48,1031.07,4.46,2.34,2.16,1.56,1.1,1,24.37
773,77.3,1029.45,1031.06,4.46,2.36,2.15,1.57,1.1,1.01,24.38
774,77.4,1029.39,1030.92,4.38,2.29,2.12,1.53,1.08,0.99,24.39
775,77.5,1039.22,1030.72,4.27,2.24,2.09,1.49,1.05,0.96,24.41
776,77.6,1039.68,1030.8,4.32,2.26,2.04,1.49,1.01,0.95,24.42
777,77.7,1048.77,1031.15,4.38,2.26,2.04,1.45,0.99,0.94,24.42
778,77.8,1047.27,1030.89,4.36,2.24,2,1.44,0.98,0.93,24.44
779,77.9,1043.81,1030.67,4.31,2.21,2,1.43,0.98,0.94,24.47
780,78,1043.14,1030.71,4.31,2.22,2.02,1.44,1.03,0.96,24.49
781,78.1,1044.2,1031.29,4.44,2.26,2.06,1.47,1.02,0.95,24.49
782,78.2,1035.54,1030.51,4.46,2.24,2.09,1.47,1.01,0.95,24.5
783,78.3,1028.72,1030.49,4.43,2.24,2.06,1.45,1,0.95,24.48
784,78.4,1022.71,1030.49,4.43,2.29,2.12,1.48,1.03,0.96,24.46
785,78.5,1007.4,1030.65,4.44,2.33,2.16,1.53,1.09,0.99,24.46
786,78.6,988.5,1030.52,4.46,2.34,2.19,1.56,1.1,1.01,24.46
787,78.7,974.01,1029.85,4.48,2.32,2.16,1.53,1.07,0.99,24.49
788,78.8,957.02,1031.26,4.51,2.34,2.16,1.52,1.07,1,24.51
789,78.9,948.19,1030.93,4.5,2.28,2.12,1.52,1.07,1.01,24.53
790,79,953.09,1030.59,4.43,2.25,2.07,1.49,1.04,1,24.55
791,79.1,958.59,1030.75,4.39,2.26,2.06,1.45,1.01,0.96,24.55
792,79.2,971.35,1030.69,4.36,2.25,2.03,1.43,0.99,0.94,24.56
793,79.3,981.08,1030.22,4.31,2.25,2.02,1.43,0.99,0.95,24.57
794,79.4,987.48,1030.22,4.26,2.2,2,1.41,0.99,0.95,24.57
795,79.5,994.32,1030.55,4.23,2.21,2.02,1.44,0.99,0.96,24.56
796,79.6,1000.43,1030.46,4.19,2.21,2.03,1.45,1,0.96,24.54
797,79.7,1009.31,1030.39,4.29,2.26,2.06,1.49,1.03,0.98,24.57
798,79.8,1010.91,1030.19,4.32,2.28,2.07,1.52,1.04,0.99,24.58
799,79.9,1011.43,1030.73,4.34,2.26,2.07,1.49,1.05,0.99,24.6
800,80,1009.24,1030.11,4.35,2.28,2.1,1.49,1.04,0.98,24.62
801,80.1,1011.2,1029.66,4.4,2.3,2.15,1.52,1.05,0.98,24.62
802,80.2,1005.87,1030.5,4.42,2.32,2.13,1.53,1.06,0.98,24.6
803,80.3,1017.1,1030.77,4.38,2.29,2.1,1.52,1.06,0.98,24.58
804,80.4,1015.02,1030.9,4.42,2.29,2.1,1.52,1.06,0.98,24.58
805,80.5,1023.47,1030.66,4.51,2.36,2.15,1.53,1.06,1,24.56
806,80.6,1030.3,1030.63,4.46,2.36,2.1,1.53,1.04,0.99,24.53
807,80.7,1028.04,1031.12,4.4,2.32,2.1,1.52,1.05,1,24.49
808,80.8,1035.09,1030.18,4.38,2.33,2.12,1.5,1.04,0.99,24.45
809,80.9,1027.74,1030.62,4.42,2.3,2.07,1.49,1.03,0.96,24.45
810,81,1015.28,1030.42,4.46,2.3,2.06,1.48,1,0.96,24.45
811,81.1,1006.24,1029.93,4.4,2.26,2.09,1.47,1,0.96,24.47
812,81.2,994.15,1030.38,4.34,2.21,2.06,1.45,1.01,0.95,24.49
813,81.3,980.49,1029.91,4.3,2.22,2.04,1.47,1.01,0.96,24.5
814,81.4,978.24,1031.02,4.3,2.21,2.03,1.45,1,0.95,24.49
815,81.5,996.63,1030.63,4.36,2.2,2.02,1.45,1,0.95,24.48
816,81.6,1013.95,1030.31,4.34,2.17,2.02,1.44,0.99,0.94,24.49
817,81.7,1033.34,1031.17,4.35,2.2,2.03,1.47,1.01,0.95,24.47
818,81.8,1055.59,1030.7,4.42,2.26,2.12,1.49,1.04,0.98,24.43
819,81.9,1063.05,1030.26,4.43,2.3,2.1,1.5,1.05,0.99,24.4
820,82,1057.96,1030.31,4.36,2.26,2.07,1.49,1.03,0.97,24.38
821,82.1,1053.97,1030.48,4.34,2.26,2.04,1.48,1.02,0.97,24.37
822,82.2,1053.63,1030.16,4.26,2.21,1.99,1.44,0.99,0.95,24.34
823,82.3,1046.12,1030.3,4.29,2.24,2,1.45,0.98,0.96,24.35
824,82.4,1045.19,1030.59,4.26,2.28,2.02,1.47,0.99,0.96,24.37
825,82.5,1036.29,1030.03,4.19,2.22,1.99,1.44,0.96,0.94,24.37
826,82.6,1034.21,1030.52,4.25,2.25,2.02,1.48,0.99,0.95,24.36
827,82.7,1023.93,1030.57,4.21,2.21,2,1.48,0.99,0.95,24.36
828,82.8,1012.09,1030.63,4.21,2.24,2,1.48,1,0.96,24.37
829,82.9,1008.81,1029.71,4.31,2.26,2.06,1.49,1.02,0.98,24.39
830,83,1004.1,1030.81,4.47,2.33,2.13,1.53,1.06,1,24.4
831,83.1,992,1030.6,4.46,2.33,2.13,1.52,1.05,0.98,24.41
832,83.2,979.47,1032.67,4.51,2.37,2.18,1.56,1.07,0.99,24.43
833,83.3,965.03,1439.44,4.46,2.36,2.12,1.53,1.03,0.97,24.43
834,83.4,952.19,2080.02,4.38,2.28,2.03,1.45,0.99,0.93,24.44
835,83.5,957.58,2024.66,5.68,3.12,2.75,1.9,1.3,1.23,24.5
836,83.6,980.98,2064.45,7.78,4.94,3.86,2.91,1.88,1.78,24.58
837,83.7,1026.17,2044.31,8.16,5.37,4.04,3.21,2.01,1.91,24.57
838,83.8,1109.58,2055.45,8.47,5.72,4.26,3.42,2.14,2.02,24.54
839,83.9,1242.27,2048.51,8.47,5.88,4.32,3.49,2.19,2.06,24.51
840,84,1364.26,2050.21,8.49,5.87,4.38,3.55,2.23,2.1,24.48
841,84.1,1479.04,2050.71,8.65,5.98,4.41,3.6,2.27,2.12,24.46
842,84.2,1562.82,2049.25,8.69,5.95,4.45,3.6,2.29,2.13,24.47
843,84.3,1635.38,2051.22,8.76,5.98,4.39,3.59,2.24,2.12,24.46
844,84.4,1687.17,2050.24,8.65,5.86,4.32,3.48,2.16,2.08,24.48
845,84.5,1732.94,2050.8,8.72,5.95,4.36,3.51,2.18,2.09,24.52
846,84.6,1779.05,2050.91,8.56,5.92,4.32,3.51,2.17,2.09,24.52
847,84.7,1837.54,2050.74,8.52,5.9,4.27,3.48,2.15,2.06,24.55
848,84.8,1890.19,2050.81,8.4,5.74,4.2,3.35,2.07,2.01,24.56
849,84.9,1936.75,2050.98,8.42,5.76,4.23,3.38,2.09,2.05,24.57
850,85,1973.18,2050.32,8.35,5.63,4.2,3.39,2.14,2.04,24.57
851,85.1,2011.45,2049.88,8.44,5.72,4.36,3.47,2.21,2.08,24.56
852,85.2,2038.36,2050.7,8.57,5.91,4.38,3.57,2.26,2.13,24.54
853,85.3,2043.47,2049.94,8.55,5.84,4.35,3.55,2.26,2.11,24.54
854,85.4,2049.3,2050.36,8.53,5.72,4.32,3.49,2.23,2.09,24.54
855,85.5,2070.01,2051.32,8.4,5.75,4.24,3.51,2.19,2.09,24.53
856,85.6,2090.33,2050.97,8.3,5.68,4.18,3.44,2.13,2.06,24.53
857,85.7,2097.77,2050.07,8.23,5.66,4.13,3.36,2.1,2,24.55
858,85.8,2102.58,2049.89,8.35,5.7,4.21,3.39,2.13,2.02,24.54
859,85.9,2094.64,2050.08,8.45,5.72,4.24,3.43,2.16,2.05,24.54
860,86,2092.15,2050.15,8.63,5.83,4.35,3.52,2.2,2.1,24.56
861,86.1,2097.38,2050.33,8.59,5.78,4.32,3.51,2.2,2.1,24.57
862,86.2,2105.13,2050.93,8.61,5.66,4.35,3.48,2.23,2.1,24.55
863,86.3,2119.63,2050.09,8.76,5.75,4.41,3.55,2.26,2.14,24.55
864,86.4,2111.51,2050.84,8.72,5.86,4.44,3.59,2.28,2.15,24.57
865,86.5,2101.73,2048.9,9,6.19,4.69,3.76,2.38,2.25,24.6
866,86.6,2072.82,2049.87,9.19,6.39,4.82,3.87,2.46,2.31,24.64
867,86.7,2051.36,2049.87,8.93,6.4,4.6,3.85,2.42,2.25,24.67
868,86.8,2025.04,2050.09,8.73,6.11,4.48,3.72,2.35,2.19,24.71
869,86.9,2007.96,2049.6,8.81,6.11,4.52,3.74,2.36,2.21,24.72
870,87,2005.05,2050.15,8.93,6.36,4.58,3.82,2.38,2.25,24.71
871,87.1,2000.56,2050.2,8.96,6.33,4.61,3.8,2.38,2.22,24.7
872,87.2,1988.9,2048.98,8.85,6.28,4.52,3.72,2.33,2.18,24.73
873,87.3,1965.82,2049.53,8.72,6.08,4.45,3.65,2.26,2.17,24.75
874,87.4,1950.58,2051.48,8.68,5.78,4.36,3.51,2.2,2.11,24.75
875,87.5,1941.88,2049.37,8.71,5.87,4.48,3.6,2.28,2.15,24.77
876,87.6,1962.39,2050,8.63,5.75,4.41,3.57,2.3,2.15,24.77
877,87.7,1984.68,2051.76,8.8,5.98,4.54,3.69,2.37,2.21,24.76
878,87.8,2008.21,2050.4,8.88,5.94,4.6,3.65,2.32,2.19,24.74
879,87.9,2021.28,2049.28,8.92,6.09,4.66,3.72,2.34,2.22,24.73
880,88,2015.83,2050.2,8.9,6.17,4.58,3.72,2.33,2.2,24.72
881,88.1,2000.44,2048.82,9.01,6.28,4.61,3.76,2.33,2.23,24.71
882,88.2,1989.63,2049.91,9.04,6.33,4.63,3.8,2.36,2.24,24.69
883,88.3,1985.34,2050.48,8.84,6.12,4.54,3.76,2.4,2.22,24.69
884,88.4,2004.35,2050.56,8.73,6,4.51,3.72,2.39,2.23,24.71
885,88.5,2018.04,2049.69,8.9,6.11,4.54,3.74,2.38,2.23,24.74
886,88.6,2028.8,2051.19,9.25,6.29,4.72,3.85,2.46,2.3,24.77
887,88.7,2024.21,2049.87,9.34,6.48,4.75,3.95,2.5,2.34,24.76
888,88.8,2010.74,2049.48,9.05,6.09,4.54,3.72,2.34,2.21,24.75
889,88.9,2008.25,2049.57,8.92,6.09,4.52,3.69,2.29,2.2,24.73
890,89,1998.02,2050.47,8.73,5.99,4.44,3.65,2.27,2.18,24.73
891,89.1,2008,2050.23,8.75,5.88,4.41,3.6,2.24,2.15,24.73
892,89.2,2022.6,2050.8,8.8,5.9,4.39,3.61,2.24,2.18,24.73
893,89.3,2044.34,2050.27,8.81,5.99,4.39,3.63,2.25,2.17,24.75
894,89.4,2062.96,2049.37,8.69,5.83,4.36,3.55,2.21,2.13,24.77
895,89.5,2078.12,2050.22,8.57,5.8,4.32,3.51,2.17,2.09,24.78
896,89.6,2095.74,2050.43,8.73,5.78,4.36,3.52,2.22,2.11,24.77
897,89.7,2124.5,2050.27,8.85,5.8,4.49,3.6,2.3,2.17,24.75
898,89.8,2125.23,2051.67,8.77,5.88,4.51,3.66,2.34,2.22,24.71
899,89.9,2114.56,2048.77,8.72,5.95,4.49,3.69,2.31,2.21,24.69
900,90,2091.77,2049.33,8.85,6.21,4.58,3.8,2.38,2.27,24.67
901,90.1,2057.55,2049.52,9.01,6.27,4.67,3.81,2.43,2.28,24.65
902,90.2,2017.02,2050.94,8.94,6.2,4.63,3.78,2.42,2.27,24.65
903,90.3,1985.68,2050.77,9.08,6.29,4.69,3.85,2.45,2.3,24.65
904,90.4,1956.6,2051.15,9.05,6.27,4.64,3.85,2.42,2.28,24.65
905,90.5,1929.42,2049.52,9.08,6.27,4.66,3.81,2.41,2.29,24.69
906,90.6,1909.78,2050.53,9.01,6.29,4.63,3.8,2.39,2.26,24.72
907,90.7,1877.19,2051.22,8.93,6.15,4.54,3.72,2.3,2.21,24.74
908,90.8,1868.46,2048.93,8.77,5.98,4.42,3.61,2.22,2.17,24.76
909,90.9,1877.3,2050.1,8.61,5.79,4.32,3.52,2.17,2.12,24.78
910,91,1893.61,2049.67,8.63,5.88,4.36,3.56,2.23,2.16,24.8
911,91.1,1910.4,2050.59,8.86,6.04,4.55,3.69,2.33,2.26,24.81
912,91.2,1933.97,2049.91,9.11,6.32,4.67,3.87,2.45,2.34,24.82
913,91.3,1958.05,2049.25,9.1,6.23,4.63,3.8,2.4,2.27,24.83
914,91.4,1969.03,2051.27,9.05,6.13,4.52,3.69,2.28,2.18,24.79
915,91.5,1979.18,2049.42,8.8,5.91,4.39,3.55,2.17,2.1,24.78
916,91.6,1979.04,2050.66,8.72,5.87,4.38,3.48,2.15,2.09,24.79
917,91.7,1980.04,2049.93,8.56,5.68,4.3,3.42,2.15,2.07,24.8
918,91.8,1980.65,2050.22,8.52,5.71,4.3,3.44,2.19,2.1,24.76
919,91.9,1982.18,2051.45,8.6,5.7,4.35,3.47,2.19,2.1,24.73
920,92,1991.28,2051.64,8.57,5.67,4.38,3.48,2.19,2.12,24.72
921,92.1,2004.56,2050.13,8.67,5.87,4.47,3.59,2.27,2.18,24.71
922,92.2,2007.82,2050.37,8.76,5.92,4.52,3.66,2.35,2.21,24.71
923,92.3,2017.01,2050.66,8.72,5.84,4.44,3.6,2.3,2.19,24.7
924,92.4,2024.09,2051.36,8.73,5.95,4.44,3.59,2.26,2.16,24.67
925,92.5,2049.79,2049.69,8.73,6.03,4.45,3.61,2.26,2.16,24.67
926,92.6,2058.85,2050.33,8.75,6.07,4.51,3.69,2.34,2.2,24.67
927,92.7,2059.95,2050.78,8.76,6.13,4.54,3.73,2.39,2.23,24.66
928,92.8,2067.36,2051.69,8.8,6.12,4.6,3.73,2.36,2.24,24.65
929,92.9,2067.41,2051.03,8.96,6.42,4.69,3.9,2.46,2.34,24.66
930,93,2071.53,2049.9,9.04,6.54,4.78,3.99,2.49,2.39,24.69
931,93.1,2049.88,2049.76,9.08,6.57,4.8,4.02,2.53,2.39,24.66
932,93.2,2023.48,2050.4,9.14,6.54,4.75,4,2.54,2.39,24.64
933,93.3,2014.81,2051.24,8.97,6.33,4.63,3.86,2.45,2.31,24.68
934,93.4,2000.97,2050.46,8.94,6.29,4.64,3.83,2.41,2.29,24.68
935,93.5,1989.11,2051.1,9.08,6.42,4.7,3.89,2.47,2.35,24.68
936,93.6,1976.46,2050.59,9.1,6.35,4.66,3.83,2.45,2.3,24.68
937,93.7,1970.07,2051.71,9.1,6.28,4.69,3.85,2.46,2.29,24.7
938,93.8,1956.94,2051.45,9.06,6.19,4.66,3.82,2.43,2.27,24.71
939,93.9,1945.62,2051.47,9.11,6.36,4.73,3.85,2.4,2.28,24.73
940,94,1926.77,2050.41,9.13,6.39,4.66,3.82,2.34,2.25,24.75
941,94.1,1906.25,2051.04,9.06,6.21,4.58,3.73,2.29,2.21,24.78
942,94.2,1904.04,2051.49,9,6.21,4.51,3.7,2.28,2.2,24.78
943,94.3,1903.53,2051.18,8.92,5.99,4.48,3.61,2.29,2.18,24.8
944,94.4,1917.12,2051.51,9.14,6,4.58,3.64,2.33,2.24,24.84
945,94.5,1931.53,2050.96,9.25,6.11,4.64,3.73,2.36,2.25,24.87
946,94.6,1963.41,2052.06,9.3,6.33,4.7,3.81,2.39,2.29,24.89
947,94.7,1964.53,2050.89,9.14,6.33,4.63,3.81,2.36,2.27,24.9
948,94.8,1958.51,2051.76,8.82,6.08,4.44,3.66,2.26,2.18,24.88
949,94.9,1964.43,2051.34,8.67,6.02,4.39,3.63,2.22,2.16,24.88
950,95,1998.52,2051.66,8.55,5.95,4.38,3.59,2.24,2.15,24.9
951,95.1,2044.39,2050.62,8.72,5.91,4.41,3.57,2.24,2.15,24.91
952,95.2,2076.32,2050.84,8.86,5.92,4.52,3.63,2.29,2.19,24.88
953,95.3,2094.24,2051.81,8.93,6.02,4.54,3.68,2.32,2.21,24.87
954,95.4,2116.99,2052.35,8.94,5.99,4.48,3.64,2.24,2.16,24.86
955,95.5,2129.75,2050.77,8.65,5.8,4.36,3.52,2.18,2.11,24.87
956,95.6,2133.04,2050.8,8.61,5.71,4.32,3.48,2.19,2.09,24.89
957,95.7,2148.18,2051.28,8.59,5.84,4.41,3.57,2.24,2.15,24.88
958,95.8,2162.28,2052.32,8.51,5.78,4.36,3.57,2.25,2.18,24.87
959,95.9,2163.59,2051.54,8.56,5.76,4.39,3.59,2.3,2.21,24.88
960,96,2151.94,2051.2,8.63,5.8,4.47,3.65,2.39,2.25,24.88
961,96.1,2142.04,2051.56,8.77,5.96,4.54,3.73,2.41,2.26,24.89
962,96.2,2116.77,2051.25,9,6.23,4.7,3.87,2.48,2.33,24.9
963,96.3,2106.41,2051.55,9.09,6.37,4.78,3.95,2.52,2.38,24.9
964,96.4,2072.28,2051.72,9.17,6.41,4.79,3.97,2.53,2.38,24.88
965,96.5,2040.88,2052.15,9.22,6.45,4.82,3.98,2.52,2.4,24.85
966,96.6,2012.25,2051.56,9.21,6.41,4.76,3.95,2.47,2.37,24.82
967,96.7,1969.88,2052.06,9.21,6.39,4.73,3.9,2.42,2.33,24.81
968,96.8,1931.55,2051.8,9.21,6.44,4.75,3.9,2.45,2.32,24.82
969,96.9,1899.46,2052.89,9.3,6.73,4.79,4.03,2.5,2.37,24.84
970,97,1865.87,2051.52,9.33,6.75,4.82,4.06,2.5,2.38,24.82
971,97.1,1849.94,2052.75,9.23,6.56,4.78,3.99,2.47,2.34,24.83
972,97.2,1828.07,2051.89,9.26,6.49,4.78,3.97,2.48,2.34,24.84
973,97.3,1809.39,2051.66,9.46,6.61,4.88,3.99,2.5,2.39,24.86
974,97.4,1812.46,2052.4,9.48,6.57,4.83,3.95,2.47,2.36,24.87
975,97.5,1825.86,2051.74,9.15,6.25,4.66,3.81,2.44,2.28,24.91
976,97.6,1841.71,2052.23,8.9,6.13,4.6,3.78,2.43,2.29,24.93
977,97.7,1866.29,2052.21,8.9,6.03,4.54,3.76,2.37,2.27,24.97
978,97.8,1878.13,2052.96,8.77,5.91,4.42,3.65,2.29,2.21,24.99
979,97.9,1913.35,2052.9,8.59,5.76,4.33,3.52,2.22,2.16,25.01
980,98,1944.09,2052.48,8.57,5.72,4.35,3.51,2.21,2.14,25.05
981,98.1,1986.79,2052.42,8.59,5.61,4.42,3.49,2.24,2.12,25.07
982,98.2,2038.48,2051.57,8.6,5.66,4.42,3.55,2.28,2.16,25.1
983,98.3,2087.96,2051.92,8.51,5.67,4.36,3.55,2.26,2.14,25.1
